n_1851,n_2416,n_4517,n_6131,n_6646,n_7011,n_11856,n_14194,n_15622,n_15641,n_15661,n_15662,n_15691,n_15692,n_16289,n_29021,n_29973,n_30069,n_30415,n_30525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.666706175,0,0.80004741,0,155.5647742,0.53336494,0,11.33400498,16.0009482,14.66753585,0,0,0,80.98257675,12.3118407,11.46734621,1.955671447,0,26.66824701,42.04693611
0.664928292,0,0.79791395,0,155.1499348,0.531942634,0,11.30378096,15.95827901,14.62842243,0,0,0,80.76662321,12.27900913,11.43676662,1.950456323,0,26.59713168,41.93481095
1.063174114,0,1.275808937,0,248.0739599,0.850539291,0,18.07395994,25.51617874,23.38983051,0,0,0,129.1402157,19.63328197,18.28659476,3.118644068,0,42.52696456,67.05084746
1.83833116,0,2.205997392,0,428.9439374,1.470664928,0,31.25162973,44.11994785,40.44328553,0,0,0,223.2959583,33.94784876,31.61929596,5.39243807,0,73.53324641,115.9374185
0.492473628,0,0.590968354,0,114.9105132,0.393978902,0,8.372051677,11.81936707,10.83441982,0,0,0,59.81913002,9.094346332,8.470546403,1.444589309,0,19.69894512,31.05867014
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.040061633,0,1.24807396,0,242.6810478,0.832049307,0,17.68104777,24.9614792,22.88135593,0,0,0,126.3328197,19.20647149,17.88906009,3.050847458,0,41.60246533,65.59322034
1.134289439,0,1.361147327,0,264.6675359,0.907431551,0,19.28292047,27.22294654,24.95436767,0,0,0,137.7783572,20.94654498,19.50977836,3.327249022,0,45.37157757,71.53585398
1.392082494,0,1.670498993,0,324.8192485,1.113665995,0,23.66540239,33.40997985,30.62581486,0,0,0,169.0916202,25.70712339,23.94381889,4.083441982,0,55.68329975,87.79400261
1.335190233,0,1.60222828,0,311.5443878,1.068152187,0,22.69823397,32.0445656,29.37418514,0,0,0,162.181107,24.65651298,22.96527202,3.916558018,0,53.40760934,84.20599739
1.326300818,0,1.591560981,0,309.4701908,1.061040654,0,22.5471139,31.83121963,29.17861799,0,0,0,161.1013393,24.4923551,22.81237407,3.890482399,0,53.05203271,83.64537158
1.052506815,0,1.263008178,0,245.5849236,0.842005452,0,17.89261586,25.26016357,23.15514993,0,0,0,127.8444945,19.43629252,18.10311722,3.087353325,0,42.10027261,66.37809648
0.140452768,0,0.168543321,0,32.77231243,0.112362214,0,2.387697049,3.370866422,3.089960887,0,0,0,17.0603295,2.593694441,2.415787602,0.411994785,0,5.618110703,8.857887875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.305795899,0,0.366955079,0,71.35237644,0.244636719,0,5.198530283,7.339101576,6.727509778,0,0,0,37.14400854,5.647030935,5.259689463,0.897001304,0,12.23183596,19.28552803
1.777883134,0,2.133459761,0,414.8393979,1.422306507,0,30.22401327,42.66919521,39.11342894,0,0,0,215.953538,32.8315752,30.5795899,5.215123859,0,71.11532535,112.125163
1.921891668,0,2.306270001,0,448.4413891,1.537513334,0,32.67215835,46.12540002,42.28161669,0,0,0,233.4457746,35.4909328,33.05653668,5.637548892,0,76.87566671,121.2073012
1.925447434,0,2.310536921,0,449.2710679,1.540357947,0,32.73260638,46.21073841,42.35984355,0,0,0,233.8776816,35.55659595,33.11769586,5.64797914,0,77.01789736,121.4315515
1.864999407,0,2.237999289,0,435.1665284,1.491999526,0,31.70498993,44.75998578,41.02998696,0,0,0,226.5352614,34.44032239,32.07798981,5.470664928,0,74.59997629,117.619296
1.850776342,0,2.220931611,0,431.8478132,1.480621074,0,31.46319782,44.41863222,40.71707953,0,0,0,224.8076331,34.17766979,31.83335309,5.428943937,0,74.03105369,116.7222947
1.701434159,0,2.041720991,0,397.0013038,1.361147327,0,28.9243807,40.83441982,37.4315515,0,0,0,206.6675359,31.41981747,29.26466754,4.990873533,0,68.05736636,107.303781
0.094227806,0,0.113073367,0,21.98648809,0.075382245,0,1.601872704,2.261467346,2.073011734,0,0,0,11.44553751,1.740073486,1.620718265,0.276401565,0,3.769112244,5.942633638
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.261348821,0,0.313618585,0,60.98139149,0.209079057,0,4.442929951,6.272371696,5.749674055,0,0,0,31.74517009,4.826241555,4.495199716,0.766623207,0,10.45395283,16.48239896
0.748488799,0,0.898186559,0,174.6473865,0.598791039,0,12.72430959,17.96373118,16.46675359,0,0,0,90.91643949,13.82209316,12.87400735,2.195567145,0,29.93955197,47.20469361
0.721820552,0,0.866184663,0,168.4247955,0.577456442,0,12.27094939,17.32369326,15.88005215,0,0,0,87.67713643,13.32961953,12.4153135,2.117340287,0,28.87282209,45.52281617
0.739599384,0,0.88751926,0,172.5731895,0.591679507,0,12.57318952,17.75038521,16.27118644,0,0,0,89.8366718,13.65793529,12.7211094,2.169491525,0,29.58397535,46.6440678
0.732487851,0,0.878985421,0,170.9138319,0.585990281,0,12.45229347,17.57970843,16.11473272,0,0,0,88.97285765,13.52660898,12.59879104,2.14863103,0,29.29951405,46.19556714
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.579589902,0,0.695507882,0,135.2376437,0.463671921,0,9.853028328,13.91015764,12.75097784,0,0,0,70.40085339,10.70309352,9.968946308,1.700130378,0,23.18359606,36.55280313
0.439137134,0,0.526964561,0,102.4653313,0.351309707,0,7.465331279,10.53929122,9.661016949,0,0,0,53.34052388,8.109399076,7.553158706,1.288135593,0,17.56548536,27.69491525
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.878274268,0,1.053929122,0,204.9306626,0.702619414,0,14.93066256,21.07858243,19.3220339,0,0,0,106.6810478,16.21879815,15.10631741,2.576271186,0,35.13097072,55.38983051
1.207182648,0,1.448619177,0,281.6759512,0.965746118,0,20.52210501,28.97238355,26.55801825,0,0,0,146.6324523,22.29263956,20.76354154,3.5410691,0,48.28730591,76.13298566
1.1911817,0,1.42941804,0,277.9423966,0.95294536,0,20.25008889,28.58836079,26.20599739,0,0,0,144.6888705,21.99715539,20.48832523,3.494132986,0,47.64726799,75.12385919
1.184070167,0,1.420884201,0,276.283039,0.947256134,0,20.12919284,28.41768401,26.04954368,0,0,0,143.8250563,21.86582909,20.36600687,3.47327249,0,47.36280668,74.67535854
0.899608866,0,1.079530639,0,209.9087353,0.719687093,0,15.29335072,21.59061278,19.79139505,0,0,0,109.2724902,16.61277705,15.47327249,2.638852673,0,35.98435463,56.73533246
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.330686263,0,0.396823515,0,77.16012801,0.26454901,0,5.621666469,7.936470309,7.275097784,0,0,0,40.16735806,6.106672988,5.687803722,0.970013038,0,13.22745052,20.85528031
1.356524831,0.27442371,1.627829797,0.487376509,316.5224606,1.085219865,0.004390779,23.06092213,32.55659595,29.84354628,0,0,0.230515917,164.7725495,25.05049188,23.33222709,3.979139505,0.003293085,54.26099324,85.55149935
1.783216783,0,2.13986014,0,416.0839161,1.426573427,0,30.31468531,42.7972028,39.23076923,0,0,0,216.6013986,32.93006993,30.67132867,5.230769231,0,71.32867133,112.4615385
1.681877445,0,2.018252934,0,392.4380704,1.345501956,0,28.59191656,40.36505867,37.00130378,0,0,0,204.2920469,31.05867014,28.92829205,4.933507171,0,67.27509778,106.0704042
1.363636364,0,1.636363636,0,318.1818182,1.090909091,0,23.18181818,32.72727273,30,0,0,0,165.6363636,25.18181818,23.45454545,4,0,54.54545455,86
0.494251511,0,0.593101813,0,115.3253526,0.395401209,0,8.40227569,11.86203627,10.87353325,0,0,0,60.03508355,9.127177907,8.501125993,1.449804433,0,19.77006045,31.17079531
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.967168425,0,1.16060211,0,225.6726325,0.77373474,0,16.44186322,23.2120422,21.27770535,0,0,0,117.4787247,17.86037691,16.63529691,2.837027379,0,38.68673699,60.99608866
1.621429418,0,1.945715302,0,378.3335309,1.297143534,0,27.56430011,38.91430603,35.6714472,0,0,0,196.9496267,29.94239659,27.88858599,4.75619296,0,64.85717672,102.2581486
2.211686618,0,2.654023942,0,516.060211,1.769349295,0,37.59867251,53.08047884,48.65710561,0,0,0,268.6462012,40.84247955,38.04100984,6.487614081,0,88.46746474,139.4837027
2.266800996,0,2.720161195,0,528.9202323,1.813440796,0,38.53561693,54.40322389,49.8696219,0,0,0,275.3407609,41.86025839,38.98897712,6.64928292,0,90.67203982,142.9595828
2.270356762,0,2.724428114,0,529.7499111,1.81628541,0,38.59606495,54.48856229,49.94784876,0,0,0,275.772668,41.92592154,39.0501363,6.659713168,0,90.81427048,143.1838331
2.147682826,0,2.577219391,0,501.1259927,1.718146261,0,36.51060804,51.54438782,47.24902216,0,0,0,260.8718739,39.66054285,36.9401446,6.299869622,0,85.90731303,135.4471969
1.016949153,0.27442371,1.220338983,0.487376509,237.2881356,0.813559322,0.004390779,17.28813559,24.40677966,22.37288136,0,0,0.230515917,123.5254237,18.77966102,17.49152542,2.983050847,0.003293085,40.6779661,64.13559322
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.051558611,0,0.061870333,0,12.03034254,0.041246889,0,0.876496385,1.237406661,1.134289439,0,0,0,6.262652602,0.952115681,0.886808107,0.151238592,0,2.062344435,3.251629726
1.642764016,0,1.971316819,0,383.3116037,1.314211213,0,27.92698827,39.42633638,36.14080834,0,0,0,199.5410691,30.33637549,28.25554107,4.818774446,0,65.71056063,103.6036506
2.789498637,0,3.347398364,0,650.8830153,2.23159891,0,47.42147683,66.94796729,61.36897001,0,0,0,338.8311011,51.5127415,47.97937656,8.182529335,0,111.5799455,175.9243807
2.757496741,0,3.308996089,0,643.4159061,2.205997392,0,46.87744459,66.17992177,60.66492829,0,0,0,334.9439374,50.92177314,47.42894394,8.088657106,0,110.2998696,173.9061278
2.640156454,0,3.168187744,0,616.0365059,2.112125163,0,44.88265971,63.36375489,58.08344198,0,0,0,320.6910039,48.75488918,45.410691,7.744458931,0,105.6062581,166.505867
2.112125163,0,2.534550196,0,492.8292047,1.68970013,0,35.90612777,50.69100391,46.46675359,0,0,0,256.5528031,39.00391134,36.3285528,6.195567145,0,84.48500652,133.2046936
0.481806329,0,0.578167595,0,112.4214768,0.385445063,0,8.190707597,11.5633519,10.59973924,0,0,0,58.52340879,8.89735688,8.287068863,1.413298566,0,19.27225317,30.38591917
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.101339339,0,0.121607206,0,23.64584568,0.081071471,0,1.722768757,2.432144127,2.22946545,0,0,0,12.30935167,1.871399787,1.743036624,0.29726206,0,4.053573545,6.391134289
0.416024653,0,0.499229584,0,97.07241911,0.332819723,0,7.072419106,9.98459168,9.152542373,0,0,0,50.53312788,7.682588598,7.155624037,1.220338983,0,16.64098613,26.23728814
1.166291336,0,1.399549603,0,272.134645,0.933033069,0,19.82695271,27.99099206,25.65840939,0,0,0,141.6655209,21.53751333,20.06021098,3.421121252,0,46.65165343,73.55410691
1.504089131,0,1.804906957,0,350.9541306,1.203271305,0,25.56951523,36.09813915,33.08996089,0,0,0,182.6966931,27.77551262,25.87033306,4.411994785,0,60.16356525,94.85788787
1.512978547,0,1.815574256,0,353.0283276,1.210382838,0,25.7206353,36.31148513,33.28552803,0,0,0,183.7764609,27.9396705,26.02323101,4.438070404,0,60.51914188,95.41851369
1.436529572,0,1.723835487,0,335.1902335,1.149223658,0,24.42100273,34.47670973,31.60365059,0,0,0,174.4904587,26.52791277,24.70830864,4.213820078,0,57.46118288,90.59713168
0.86227332,0,1.034727984,0,201.197108,0.689818656,0,14.65864644,20.69455968,18.97001304,0,0,0,104.7374659,15.92331397,14.8311011,2.529335072,0,34.4909328,54.38070404
0.016000948,0,0.019201138,0,3.733554581,0.012800759,0,0.272016119,0.384022757,0.35202086,0,0,0,1.943581842,0.295484177,0.275216309,0.046936115,0,0.640037928,1.009126467
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.30046225,0,0.3605547,0,70.10785824,0.2403698,0,5.107858243,7.211093991,6.610169492,0,0,0,36.49614792,5.54853621,5.167950693,0.881355932,0,12.01848998,18.94915254
0.832049307,0,0.998459168,0,194.1448382,0.665639445,0,14.14483821,19.96918336,18.30508475,0,0,0,101.0662558,15.3651772,14.31124807,2.440677966,0,33.28197227,52.47457627
0.881830034,0,1.058196041,0,205.7603414,0.705464027,0,14.99111058,21.16392082,19.40026076,0,0,0,107.1129548,16.2844613,15.16747659,2.586701434,0,35.27320137,55.61408083
0.942278061,0,1.130733673,0,219.8648809,0.753822449,0,16.01872704,22.61467346,20.73011734,0,0,0,114.4553751,17.40073486,16.20718265,2.764015645,0,37.69112244,59.42633638
0.734265734,0,0.881118881,0,171.3286713,0.587412587,0,12.48251748,17.62237762,16.15384615,0,0,0,89.18881119,13.55944056,12.62937063,2.153846154,0,29.37062937,46.30769231
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.271186441,0,1.525423729,0,296.6101695,1.016949153,0,21.61016949,30.50847458,27.96610169,0,0,0,154.4067797,23.47457627,21.86440678,3.728813559,0,50.84745763,80.16949153
2.657935285,0,3.189522342,0,620.1848998,2.126348228,0,45.18489985,63.79044684,58.47457627,0,0,0,322.8505393,49.08320493,45.7164869,7.796610169,0,106.3174114,167.6271186
2.922839872,0,3.507407846,0,681.9959701,2.338271898,0,49.68827782,70.14815693,64.30247718,0,0,0,355.0276164,53.97510964,50.2728458,8.573663625,0,116.9135949,184.3337679
2.912172573,0,3.494607088,0,679.5069337,2.329738059,0,49.50693374,69.89214176,64.06779661,0,0,0,353.7318953,53.77812018,50.08936826,8.542372881,0,116.4869029,183.6610169
2.860613962,0,3.432736755,0,667.4765912,2.28849117,0,48.63043736,68.6547351,62.93350717,0,0,0,347.4692427,52.8260045,49.20256015,8.391134289,0,114.4245585,180.4093872
2.05345502,0,2.464146023,0,479.1395046,1.642764016,0,34.90873533,49.28292047,45.17601043,0,0,0,249.4263364,37.92046936,35.31942634,6.023468057,0,82.13820078,129.5045632
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.604480265,0,0.725376319,0,141.0453953,0.483584212,0,10.27616451,14.50752637,13.29856584,0,0,0,73.42420291,11.16273557,10.39706057,1.773142112,0,24.17921062,38.12255541
0.938722295,0,1.126466754,0,219.0352021,0.750977836,0,15.95827901,22.52933507,20.65189048,0,0,0,114.0234681,17.33507171,16.14602347,2.753585398,0,37.54889179,59.20208605
0.849828138,0,1.019793766,0,198.2932322,0.67986251,0,14.44707835,20.39587531,18.69621904,0,0,0,103.2257912,15.69349295,14.61704397,2.492829205,0,33.99312552,53.5958279
0.320018964,0,0.384022757,0,74.67109162,0.256015171,0,5.440322389,7.680455138,7.04041721,0,0,0,38.87163684,5.909683537,5.504326182,0.938722295,0,12.80075856,20.18252934
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.096005689,0,0.115206827,0,22.40132749,0.076804551,0,1.632096717,2.304136541,2.112125163,0,0,0,11.66149105,1.772905061,1.651297855,0.281616688,0,3.840227569,6.054758801
0.77160128,0,0.925921536,0,180.0402987,0.617281024,0,13.11722176,18.51843072,16.97522816,0,0,0,93.72383549,14.24890364,13.27154202,2.263363755,0,30.8640512,48.66232073
1.530757378,0,1.836908854,0,357.1767216,1.224605903,0,26.02287543,36.73817708,33.67666232,0,0,0,185.9359962,28.26798625,26.32902691,4.490221643,0,61.23029513,96.53976532
1.859665758,0,2.23159891,0,433.9220102,1.487732606,0,31.61431789,44.63197819,40.91264668,0,0,0,225.8874007,34.34182766,31.98625104,5.455019557,0,74.38663032,117.2829205
1.660542847,0,1.992651416,0,387.4599976,1.328434278,0,28.2292284,39.85302833,36.53194263,0,0,0,201.7006045,30.66469124,28.56133697,4.870925684,0,66.42171388,104.7249022
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.075619296,0,1.290743155,0,250.9778357,0.860495437,0,18.28552803,25.8148631,23.66362451,0,0,0,130.6518905,19.863103,18.50065189,3.155149935,0,43.02477184,67.8357236
1.797439848,0,2.156927818,0,419.4026313,1.437951879,0,30.55647742,43.13855636,39.54367666,0,0,0,218.3290269,33.19272253,30.91596539,5.272490222,0,71.89759393,113.3585398
1.953893564,0,2.344672277,0,455.9084983,1.563114851,0,33.21619059,46.89344554,42.98565841,0,0,0,237.3329383,36.08190115,33.6069693,5.731421121,0,78.15574256,123.2255541
1.964560863,0,2.357473035,0,458.3975347,1.57164869,0,33.39753467,47.14946071,43.22033898,0,0,0,238.6286595,36.2788906,33.79044684,5.762711864,0,78.58243451,123.8983051
1.868555174,0,2.242266208,0,435.9962072,1.494844139,0,31.76543795,44.84532417,41.10821382,0,0,0,226.9671685,34.50598554,32.13914899,5.481095176,0,74.74220695,117.8435463
1.299632571,0,1.559559085,0,303.2475999,1.039706057,0,22.0937537,31.1911817,28.59191656,0,0,0,157.8620363,23.99988147,22.35368022,3.812255541,0,51.98530283,81.96349413
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
