n_319_nuc,n_6652_nuc,n_18689_nuc
916.0555497,2429.698041,1929.795433
913.7830855,2431.019787,1925.008178
861.768906,2431.350223,1815.433245
865.0513542,2431.680659,1822.348168
872.1212427,2432.671968,1837.241848
876.161179,2432.011095,1845.752523
882.9785714,2432.341532,1860.114286
888.0284918,2433.663277,1870.752629
892.5734201,2432.671968,1880.327138
898.1283324,2432.671968,1892.029315
902.6732608,2431.680659,1901.603824
907.7231811,2433.332841,1912.242167
911.2581253,2432.011095,1919.689007
914.0355815,2434.324149,1925.540096
915.8030536,2431.680659,1929.263516
918.8330058,2433.332841,1935.646522
918.0755178,2432.671968,1934.05077
919.3379979,2433.332841,1936.710356
920.0954859,2432.341532,1938.306107
921.10547,2432.671968,1940.433776
921.862958,2431.019787,1942.029527
922.3679501,2432.671968,1943.093362
924.1354222,2432.341532,1946.816782
926.4078864,2432.341532,1951.604036
927.9228625,2431.680659,1954.795539
929.4378386,2431.680659,1957.987042
930.7003186,2431.680659,1960.646628
931.4578067,2432.341532,1962.242379
931.2053107,2432.671968,1961.710462
931.4578067,2432.341532,1962.242379
930.7003186,2431.680659,1960.646628
929.9428306,2432.341532,1959.050876
929.1853425,2432.671968,1957.455125
929.9428306,2431.680659,1959.050876
929.1853425,2433.332841,1957.455125
928.9328465,2432.011095,1956.923208
929.4378386,2431.350223,1957.987042
928.1753585,2432.671968,1955.327456
928.1753585,2430.358914,1955.327456
926.9128784,2432.011095,1952.66787
925.6503983,2430.358914,1950.008285
926.1553903,2428.706733,1951.072119
925.1454063,2430.68935,1948.94445
924.8929102,2430.358914,1948.412533
924.8929102,2431.019787,1948.412533
924.3879182,2431.019787,1947.348699
924.3879182,2432.011095,1947.348699
924.6404142,2430.358914,1947.880616
924.1354222,2434.324149,1946.816782
925.1454063,2430.68935,1948.94445
925.3979023,2431.350223,1949.476367
925.1454063,2431.350223,1948.94445
925.6503983,2432.011095,1950.008285
924.8929102,2432.671968,1948.412533
